item_id,movie_title,url,title,imdb_id
211,M*A*S*H (1970),https://www.imdb.com/title/tt0068098/?ref_=fn_all_ttl_1,M*A*S*H,tt0068098
212,"Unbearable Lightness of Being, The (1988)",https://www.imdb.com/title/tt0386094/?ref_=fn_all_ttl_5,The Unbearable Lightness of Being a Rabbit,tt0386094
213,"Room with a View, A (1986)",https://www.imdb.com/title/tt0091867/?ref_=fn_all_ttl_1,Zimmer mit Aussicht,tt0091867
214,Pink Floyd - The Wall (1982),https://www.imdb.com/title/tt10741726/?ref_=fn_all_ttl_3,Pink Floyd: Another Brick in the Wall Part 2 (Version 2),tt10741726
215,Field of Dreams (1989),https://www.imdb.com/title/tt21221856/?ref_=fn_all_ttl_4,Freddie Flintoff's Field of Dreams,tt21221856
216,When Harry Met Sally... (1989),https://www.imdb.com/title/tt0098635/?ref_=fn_all_ttl_1,Harry und Sally,tt0098635
217,Bram Stoker's Dracula (1992),https://www.imdb.com/title/tt0103874/?ref_=fn_all_ttl_1,Bram Stokers Dracula,tt0103874
218,Cape Fear (1991),https://www.imdb.com/title/tt0055824/?ref_=fn_all_ttl_3,Ein Köder für die Bestie,tt0055824
219,"Nightmare on Elm Street, A (1984)",https://www.imdb.com/title/tt0087800/?ref_=fn_all_ttl_1,Nightmare - Mörderische Träume,tt0087800
220,"Mirror Has Two Faces, The (1996)",https://www.imdb.com/title/tt0117057/?ref_=fn_all_ttl_1,Liebe hat zwei Gesichter,tt0117057
221,Breaking the Waves (1996),https://www.imdb.com/title/tt0115751/?ref_=fn_all_ttl_1,Breaking the Waves,tt0115751
222,Star Trek: First Contact (1996),https://www.imdb.com/title/tt6437492/?ref_=fn_all_ttl_2,Star Trek: First Contact Review,tt6437492
223,Sling Blade (1996),https://www.imdb.com/title/tt0117666/?ref_=fn_all_ttl_1,Sling Blade - Auf Messers Schneide,tt0117666
224,Ridicule (1996),https://www.imdb.com/title/tt2929906/?ref_=fn_all_ttl_5,The Ridicule,tt2929906
225,101 Dalmatians (1996),https://www.imdb.com/title/tt0055254/?ref_=fn_all_ttl_2,101 Dalmatiner,tt0055254
226,Die Hard 2 (1990),https://www.imdb.com/title/tt5247230/?ref_=fn_all_ttl_4,Die Hard 2: Breaking the Ice,tt5247230
227,Star Trek VI: The Undiscovered Country (1991),https://www.imdb.com/title/tt0102975/?ref_=fn_all_ttl_1,Star Trek VI - Das unentdeckte Land,tt0102975
228,Star Trek: The Wrath of Khan (1982),https://www.imdb.com/title/tt0084726/?ref_=fn_all_ttl_1,Star Trek II - Der Zorn des Khan,tt0084726
229,Star Trek III: The Search for Spock (1984),https://www.imdb.com/title/tt2124623/?ref_=fn_all_ttl_3,Star Trek III: The Search for Spock,tt2124623
230,Star Trek IV: The Voyage Home (1986),https://www.imdb.com/title/tt0092007/?ref_=fn_all_ttl_1,Zurück in die Gegenwart,tt0092007
231,Batman Returns (1992),https://www.imdb.com/title/tt2166834/?ref_=fn_all_ttl_2,"Batman: The Dark Knight Returns, Teil 2",tt2166834
232,Young Guns (1988),https://www.imdb.com/title/tt6607800/?ref_=fn_all_ttl_4,Young Guns,tt6607800
233,Under Siege (1992),https://www.imdb.com/title/tt29386497/?ref_=fn_all_ttl_3,Bank unter Belagerung,tt29386497
234,Jaws (1975),https://www.imdb.com/title/tt0073195/?ref_=fn_all_ttl_1,Der weiße Hai,tt0073195
235,Mars Attacks! (1996),https://www.imdb.com/title/tt0116996/?ref_=fn_all_ttl_1,Mars Attacks!,tt0116996
236,Citizen Ruth (1996),https://www.imdb.com/title/tt0115906/?ref_=fn_all_ttl_1,Baby Business,tt0115906
237,Jerry Maguire (1996),https://www.imdb.com/title/tt0116695/?ref_=fn_all_ttl_1,Jerry Maguire: Spiel des Lebens,tt0116695
238,Raising Arizona (1987),https://www.imdb.com/title/tt0578700/?ref_=fn_all_ttl_4,Raising Arizona,tt0578700
239,Sneakers (1992),https://www.imdb.com/title/tt0105435/?ref_=fn_all_ttl_1,Sneakers - Die Lautlosen,tt0105435
240,Beavis and Butt-head Do America (1996),https://www.imdb.com/title/tt12917130/?ref_=fn_all_ttl_3,Beavis and Butt-Head Do America,tt12917130
241,"Last of the Mohicans, The (1992)",https://www.imdb.com/title/tt0104691/?ref_=fn_all_ttl_1,Der letzte Mohikaner,tt0104691
242,Kolya (1996),https://www.imdb.com/title/tt0116790/?ref_=fn_all_ttl_1,Kolya,tt0116790
243,Jungle2Jungle (1997),https://www.imdb.com/title/tt0061852/?ref_=fn_all_ttl_5,Das Dschungelbuch,tt0061852
244,Smilla's Sense of Snow (1997),https://www.imdb.com/title/tt6173184/?ref_=fn_all_ttl_4,Private Parts/Hard Eight/Donnie Brasco/Smilla's Sense of Snow/Booty Call,tt6173184
245,"Devil's Own, The (1997)",https://www.imdb.com/title/tt2639190/?ref_=fn_all_ttl_3,Battle at Shiloh: The Devil's Own Two Days,tt2639190
246,Chasing Amy (1997),https://www.imdb.com/title/tt1405366/?ref_=fn_all_ttl_5,Tracing Amy: Die Chasing Amy doku,tt1405366
248,Grosse Pointe Blank (1997),https://www.imdb.com/title/tt0119229/?ref_=fn_all_ttl_1,"Ein Mann, ein Mord",tt0119229
249,Austin Powers: International Man of Mystery (1997),https://www.imdb.com/title/tt0118655/?ref_=fn_all_ttl_1,"Austin Powers - Das Schärfste, was Ihre Majestät zu bieten hat",tt0118655
250,"Fifth Element, The (1997)",https://www.imdb.com/title/tt0119116/?ref_=fn_all_ttl_1,Das fünfte Element,tt0119116
251,Shall We Dance? (1996),https://www.imdb.com/title/tt0117615/?ref_=fn_all_ttl_2,Shall we dance?,tt0117615
252,"Lost World: Jurassic Park, The (1997)",https://www.imdb.com/title/tt4226338/?ref_=fn_all_ttl_5,Return to Jurassic Park: Finding the Lost World,tt4226338
253,"Pillow Book, The (1995)",https://www.imdb.com/title/tt10759336/?ref_=fn_all_ttl_2,"Three Lives Three Worlds, the Pillow Book",tt10759336
254,Batman & Robin (1997),https://www.imdb.com/title/tt0372784/?ref_=fn_all_ttl_4,Batman Begins,tt0372784
255,My Best Friend's Wedding (1997),https://www.imdb.com/title/tt0119738/?ref_=fn_all_ttl_1,Die Hochzeit meines besten Freundes,tt0119738
256,When the Cats Away (Chacun cherche son chat) (1996),https://www.imdb.com/title/tt0115856/?,Cerro Torre: Schrei aus Stein,tt0115856
257,Men in Black (1997),https://www.imdb.com/title/tt0119654/?ref_=fn_all_ttl_1,Men in Black,tt0119654
258,Contact (1997),https://www.imdb.com/title/tt2543164/?ref_=fn_all_ttl_3,Arrival,tt2543164
259,George of the Jungle (1997),https://www.imdb.com/title/tt0061256/?ref_=fn_all_ttl_4,George of the Jungle,tt0061256
260,Event Horizon (1997),https://www.imdb.com/title/tt0119081/?ref_=fn_all_ttl_1,Event Horizon - Am Rande des Universums,tt0119081
261,Air Bud (1997),https://www.imdb.com/title/tt0118570/?ref_=fn_all_ttl_1,Air Bud - Champion auf vier Pfoten,tt0118570
262,In the Company of Men (1997),https://www.imdb.com/title/tt0996583/?ref_=fn_all_ttl_2,In the Company of Men,tt0996583
263,Steel (1997),https://www.imdb.com/title/tt0098384/?ref_=fn_all_ttl_1,Magnolien aus Stahl - Die Stärke der Frauen,tt0098384
264,Mimic (1997),https://www.imdb.com/title/tt14250446/?ref_=fn_all_ttl_5,Mimic,tt14250446
265,"Hunt for Red October, The (1990)",https://www.imdb.com/title/tt28266847/?ref_=fn_all_ttl_2,The Hunt for Red October,tt28266847
266,Kull the Conqueror (1997),https://www.imdb.com/title/tt0119484/?ref_=fn_all_ttl_1,"Kull, der Eroberer",tt0119484
268,Chasing Amy (1997),https://www.imdb.com/title/tt1405366/?ref_=fn_all_ttl_5,Tracing Amy: Die Chasing Amy doku,tt1405366
269,"Full Monty, The (1997)",https://www.imdb.com/title/tt31557789/?ref_=fn_all_ttl_3,The Real Full Monty,tt31557789
270,Gattaca (1997),https://www.imdb.com/title/tt2560140/?ref_=fn_all_ttl_4,Attack on Titan,tt2560140
271,Starship Troopers (1997),https://www.imdb.com/title/tt0120201/?ref_=fn_all_ttl_1,Starship Troopers,tt0120201
272,Good Will Hunting (1997),https://www.imdb.com/title/tt0119217/?ref_=fn_all_ttl_1,Good Will Hunting: Der gute Will Hunting,tt0119217
273,Heat (1995),https://www.imdb.com/title/tt0113277/?ref_=fn_all_ttl_1,Heat,tt0113277
274,Sabrina (1995),https://www.imdb.com/title/tt33249795/?ref_=fn_all_ttl_5,Sabrina Carpenter: Taste,tt33249795
275,Sense and Sensibility (1995),https://www.imdb.com/title/tt0847150/?ref_=fn_all_ttl_2,Sinn und Sinnlichkeit,tt0847150
276,Leaving Las Vegas (1995),https://www.imdb.com/title/tt0887320/?ref_=fn_all_ttl_5,Leaving Las Vegas,tt0887320
277,Restoration (1995),https://www.imdb.com/title/tt12259418/?ref_=fn_all_ttl_5,Restoration Road,tt12259418
278,Bed of Roses (1996),https://www.imdb.com/title/tt1218572/?ref_=fn_all_ttl_2,Bed of Roses,tt1218572
279,Once Upon a Time... When We Were Colored (1995),https://www.imdb.com/title/tt0114039/?ref_=fn_all_ttl_1,Once Upon a Time... When We Were Colored,tt0114039
280,Up Close and Personal (1996),https://www.imdb.com/title/tt0984991/?ref_=fn_all_ttl_3,Killer Whales: Up Close and Personal,tt0984991
281,"River Wild, The (1994)",https://www.imdb.com/title/tt0054476/?ref_=fn_all_ttl_4,Wilder Strom,tt0054476
282,"Time to Kill, A (1996)",https://www.imdb.com/title/tt4667920/?ref_=fn_all_ttl_5,The Time of a Young Man About to Kill,tt4667920
283,Emma (1996),https://www.imdb.com/title/tt1366312/?ref_=fn_all_ttl_3,Emma,tt1366312
284,Tin Cup (1996),https://www.imdb.com/title/tt3054756/?ref_=fn_all_ttl_4,Tin Cup,tt3054756
285,Secrets & Lies (1996),https://www.imdb.com/title/tt0117589/?ref_=fn_all_ttl_2,Lügen und Geheimnisse,tt0117589
286,"English Patient, The (1996)",https://www.imdb.com/title/tt0697691/?ref_=fn_all_ttl_4,The English Patient,tt0697691
287,Marvin's Room (1996),https://www.imdb.com/title/tt0116999/?ref_=fn_all_ttl_1,Marvins Töchter,tt0116999
288,Scream (1996),https://www.imdb.com/title/tt0117571/?ref_=fn_all_ttl_1,Scream - Schrei!,tt0117571
289,Evita (1996),https://www.imdb.com/title/tt11563256/?ref_=fn_all_ttl_3,Santa Evita,tt11563256
290,Fierce Creatures (1997),https://www.imdb.com/title/tt1078150/?ref_=fn_all_ttl_4,Fierce Creatures,tt1078150
291,Absolute Power (1997),https://www.imdb.com/title/tt0386149/?ref_=fn_all_ttl_2,Absolute Power,tt0386149
292,Rosewood (1997),https://www.imdb.com/title/tt0120036/?ref_=fn_all_ttl_2,Rosewood Burning,tt0120036
293,Donnie Brasco (1997),https://www.imdb.com/title/tt4937296/?ref_=fn_all_ttl_4,Donnie Brasco,tt4937296
294,Liar Liar (1997),https://www.imdb.com/title/tt6021284/?ref_=fn_all_ttl_2,Liar,tt6021284
295,Breakdown (1997),https://www.imdb.com/title/tt2024519/?ref_=fn_all_ttl_3,The Broken Circle,tt2024519
296,"Promesse, La (1996)",https://www.imdb.com/title/tt0117398/?ref_=fn_all_ttl_2,La promesse,tt0117398
297,Ulee's Gold (1997),https://www.imdb.com/title/tt1878673/?ref_=fn_all_ttl_2,Speed 2/Broken English/Ulee's Gold/Temptress Moon/Wedding Bell Blues,tt1878673
298,Face/Off (1997),https://www.imdb.com/title/tt1663641/?ref_=fn_all_ttl_2,Face Off,tt1663641
299,Hoodlum (1997),https://www.imdb.com/title/tt0010267/?ref_=fn_all_ttl_4,The Hoodlum,tt0010267
300,Air Force One (1997),https://www.imdb.com/title/tt10801390/?ref_=fn_all_ttl_5,9/11: Inside Air Force One,tt10801390
301,In & Out (1997),https://www.imdb.com/title/tt1375666/?ref_=fn_all_ttl_5,Inception,tt1375666
302,L.A. Confidential (1997),https://www.imdb.com/title/tt7339568/?ref_=fn_all_ttl_2,L.A. Confidential,tt7339568
303,Ulee's Gold (1997),https://www.imdb.com/title/tt1878673/?ref_=fn_all_ttl_2,Speed 2/Broken English/Ulee's Gold/Temptress Moon/Wedding Bell Blues,tt1878673
304,Fly Away Home (1996),https://www.imdb.com/title/tt34107144/?ref_=fn_all_ttl_5,Fly Away Home,tt34107144
305,"Ice Storm, The (1997)",https://www.imdb.com/title/tt0758914/?ref_=fn_all_ttl_2,Ice Storm: The Salé and Pelletier Affair,tt0758914
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",https://www.imdb.com/title/tt0119280/?ref_=fn_all_ttl_1,Ihre Majestät Mrs. Brown,tt0119280
307,"Devil's Advocate, The (1997)",https://www.imdb.com/title/tt0118971/?ref_=fn_all_ttl_1,Im Auftrag des Teufels,tt0118971
308,FairyTale: A True Story (1997),https://www.imdb.com/title/tt19500224/?ref_=fn_all_ttl_3,Based on a True Story,tt19500224
309,Deceiver (1997),https://www.imdb.com/title/tt0119527/?ref_=fn_all_ttl_1,Liar - Scharfe Täuschung,tt0119527
310,"Rainmaker, The (1997)",https://www.imdb.com/title/tt0119978/?ref_=fn_all_ttl_1,Der Regenmacher,tt0119978
311,"Wings of the Dove, The (1997)",https://www.imdb.com/title/tt3581920/?ref_=fn_all_ttl_3,The Last of Us,tt3581920
312,Midnight in the Garden of Good and Evil (1997),https://www.imdb.com/title/tt0119668/?ref_=fn_all_ttl_1,Mitternacht im Garten von Gut und Böse,tt0119668
313,Titanic (1997),https://www.imdb.com/title/tt0120338/?ref_=fn_all_ttl_1,Titanic,tt0120338
315,Apt Pupil (1998),https://www.imdb.com/title/tt3371496/?ref_=fn_all_ttl_5,Apt Pupil,tt3371496
316,As Good As It Gets (1997),https://www.imdb.com/title/tt7507268/?ref_=fn_all_ttl_2,As Good as It Gets?,tt7507268
317,In the Name of the Father (1993),https://www.imdb.com/title/tt0107207/?ref_=fn_all_ttl_1,Im Namen des Vaters,tt0107207
318,Schindler's List (1993),https://www.imdb.com/title/tt0108052/?ref_=fn_all_ttl_1,Schindlers Liste,tt0108052
319,Everyone Says I Love You (1996),https://www.imdb.com/title/tt3240764/?ref_=fn_all_ttl_2,Everyone Says I Love You,tt3240764
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),https://www.imdb.com/title/tt0117293/?ref_=fn_all_ttl_1,Das verlorene Paradies - Die Kindermorde in Robin Hood Hills,tt0117293
321,Mother (1996),https://www.imdb.com/title/tt0460649/?ref_=fn_all_ttl_1,How I Met Your Mother,tt0460649
322,Murder at 1600 (1997),https://www.imdb.com/title/tt26244406/?ref_=fn_all_ttl_2,Murder at 1600,tt26244406
323,Dante's Peak (1997),https://www.imdb.com/title/tt0118928/?ref_=fn_all_ttl_1,Dante's Peak,tt0118928
324,Lost Highway (1997),https://www.imdb.com/title/tt0116922/?ref_=fn_all_ttl_1,Lost Highway,tt0116922
325,Crash (1996),https://www.imdb.com/title/tt10850932/?ref_=fn_all_ttl_3,Crash Landing on You,tt10850932
326,G.I. Jane (1997),https://www.imdb.com/title/tt0056687/?ref_=fn_all_ttl_3,Was geschah wirklich mit Baby Jane?,tt0056687
327,Cop Land (1997),https://www.imdb.com/title/tt0118887/?ref_=fn_all_ttl_1,Cop Land,tt0118887
328,Conspiracy Theory (1997),https://www.imdb.com/title/tt1572498/?ref_=fn_all_ttl_3,Conspiracy Theory with Jesse Ventura,tt1572498
329,Desperate Measures (1998),https://www.imdb.com/title/tt2631730/?ref_=fn_all_ttl_3,Desperate Measures,tt2631730
330,187 (1997),https://www.imdb.com/title/tt1578258/?ref_=fn_all_ttl_1,Detroit 1-8-7,tt1578258
331,"Edge, The (1997)",https://www.imdb.com/title/tt4816058/?ref_=fn_all_ttl_5,Dragons: Race to the Edge,tt4816058
332,Kiss the Girls (1997),https://www.imdb.com/title/tt0119468/?ref_=fn_all_ttl_1,...Denn zum küssen sind sie da,tt0119468
333,"Game, The (1997)",https://www.imdb.com/title/tt2084970/?ref_=fn_all_ttl_3,The Imitation Game - Ein streng geheimes Leben,tt2084970
334,U Turn (1997),https://www.imdb.com/title/tt5377564/?ref_=fn_all_ttl_4,U Turn,tt5377564
335,How to Be a Player (1997),https://www.imdb.com/title/tt6398924/?ref_=fn_all_ttl_4,How to Be a Player,tt6398924
336,Playing God (1997),https://www.imdb.com/title/tt33269561/?ref_=fn_all_ttl_4,Playing God,tt33269561
337,"House of Yes, The (1997)",https://www.imdb.com/title/tt11198330/?ref_=fn_all_ttl_3,House of the Dragon,tt11198330
338,Bean (1997),https://www.imdb.com/title/tt0096657/?ref_=fn_all_ttl_2,Mr. Bean,tt0096657
339,Mad City (1997),https://www.imdb.com/title/tt1326240/?ref_=fn_all_ttl_2,Mad City Chickens,tt1326240
340,Boogie Nights (1997),https://www.imdb.com/title/tt15135088/?ref_=fn_all_ttl_4,Boogie Nights vs. Taxi Driver,tt15135088
341,Critical Care (1997),https://www.imdb.com/title/tt0118901/?ref_=fn_all_ttl_1,Sterben und erben,tt0118901
342,"Man Who Knew Too Little, The (1997)",https://www.imdb.com/title/tt5861838/?ref_=fn_all_ttl_2,The Man Who Knew Too Little,tt5861838
343,Alien: Resurrection (1997),https://www.imdb.com/title/tt5523772/?ref_=fn_all_ttl_4,Alien Resurrection: Enhancement Pods,tt5523772
344,"Apostle, The (1997)",https://www.imdb.com/title/tt0118632/?ref_=fn_all_ttl_1,Apostel!,tt0118632
345,Deconstructing Harry (1997),https://www.imdb.com/title/tt0118954/?ref_=fn_all_ttl_1,Harry außer sich,tt0118954
346,Jackie Brown (1997),https://www.imdb.com/title/tt0119396/?ref_=fn_all_ttl_1,Jackie Brown,tt0119396
347,Wag the Dog (1997),https://www.imdb.com/title/tt10323496/?ref_=fn_all_ttl_2,Wag! The Dog,tt10323496
348,Desperate Measures (1998),https://www.imdb.com/title/tt2631730/?ref_=fn_all_ttl_3,Desperate Measures,tt2631730
349,Hard Rain (1998),https://www.imdb.com/title/tt0336545/?ref_=fn_all_ttl_2,Hard Rain,tt0336545
350,Fallen (1998),https://www.imdb.com/title/tt0119099/?ref_=fn_all_ttl_2,Dämon - Trau keiner Seele,tt0119099
351,"Prophecy II, The (1998)",https://www.imdb.com/title/tt0233336/?ref_=fn_all_ttl_2,"The Bible, a Book of Fact and Prophecy, Volume II: Mankind's Oldest Modern Book",tt0233336
352,Spice World (1997),https://www.imdb.com/title/tt28188669/?ref_=fn_all_ttl_2,Nicki Minaj & Ice Spice: Barbie World,tt28188669
353,Deep Rising (1998),https://www.imdb.com/title/tt3610280/?ref_=fn_all_ttl_4,Deep Purple: Phoenix Rising,tt3610280
354,"Wedding Singer, The (1998)",https://www.imdb.com/title/tt33087061/?ref_=fn_all_ttl_2,Australian Premiere of the Wedding Singer,tt33087061
355,Sphere (1998),https://www.imdb.com/title/tt9248626/?ref_=fn_all_ttl_3,Wenn Kämpfe den Himmel zerreißen - Fights Break Sphere,tt9248626
356,"Client, The (1994)",https://www.imdb.com/title/tt0109446/?ref_=fn_all_ttl_1,Der Klient,tt0109446
357,One Flew Over the Cuckoo's Nest (1975),https://www.imdb.com/title/tt0073486/?ref_=fn_all_ttl_1,Einer flog über das Kuckucksnest,tt0073486
358,Spawn (1997),https://www.imdb.com/title/tt4641774/?ref_=fn_all_ttl_5,Todd McFarlane's Spawn,tt4641774
359,"Assignment, The (1997)",https://www.imdb.com/title/tt1239216/?ref_=fn_all_ttl_5,The Assignment,tt1239216
360,Wonderland (1997),https://www.imdb.com/title/tt0043274/?ref_=fn_all_ttl_4,Alice im Wunderland,tt0043274
361,Incognito (1997),https://www.imdb.com/title/tt0475466/?ref_=fn_all_ttl_3,Incognito,tt0475466
362,Blues Brothers 2000 (1998),https://www.imdb.com/title/tt0080455/?ref_=fn_all_ttl_4,Blues Brothers,tt0080455
363,Sudden Death (1995),https://www.imdb.com/title/tt1652359/?ref_=fn_all_ttl_5,Sudden Death!,tt1652359
364,Ace Ventura: When Nature Calls (1995),https://www.imdb.com/title/tt0112281/?ref_=fn_all_ttl_1,Ace Ventura - Jetzt wird's wild,tt0112281
365,Powder (1995),https://www.imdb.com/title/tt1739744/?ref_=fn_all_ttl_5,Powder,tt1739744
366,Dangerous Minds (1995),https://www.imdb.com/title/tt0270288/?ref_=fn_all_ttl_5,Geständnisse - Confessions of a Dangerous Mind,tt0270288
367,Clueless (1995),https://www.imdb.com/title/tt26659531/?ref_=fn_all_ttl_4,Clueless Superbowl Commercial,tt26659531
368,Bio-Dome (1996),https://www.imdb.com/title/tt1644149/?ref_=fn_all_ttl_3,Bio-Dome,tt1644149
369,Black Sheep (1996),https://www.imdb.com/title/tt0073961/?ref_=fn_all_ttl_2,Pazifikgeschwader 214,tt0073961
370,Mary Reilly (1996),https://www.imdb.com/title/tt0117002/?ref_=fn_all_ttl_1,Mary Reilly,tt0117002
371,"Bridges of Madison County, The (1995)",https://www.imdb.com/title/tt0112579/?ref_=fn_all_ttl_1,Die Brücken am Fluss,tt0112579
372,Jeffrey (1995),https://www.imdb.com/title/tt13207736/?ref_=fn_all_ttl_4,Monster,tt13207736
373,Judge Dredd (1995),https://www.imdb.com/title/tt1343727/?ref_=fn_all_ttl_3,Dredd,tt1343727
374,Mighty Morphin Power Rangers: The Movie (1995),https://www.imdb.com/title/tt3171062/?ref_=fn_all_ttl_5,"Mighty Morphin Power Rangers: The Movie, the Game",tt3171062
375,Showgirls (1995),https://www.imdb.com/title/tt13404880/?ref_=fn_all_ttl_5,Showgirls of Pakistan,tt13404880
376,Houseguest (1994),https://www.imdb.com/title/tt0345407/?ref_=fn_all_ttl_5,The Houseguest,tt0345407
377,Heavyweights (1994),https://www.imdb.com/title/tt0475291/?ref_=fn_all_ttl_4,Heavyweights,tt0475291
378,Miracle on 34th Street (1994),https://www.imdb.com/title/tt0039628/?ref_=fn_all_ttl_2,Das Wunder von Manhattan,tt0039628
379,Tales From the Crypt Presents: Demon Knight (1995),https://www.imdb.com/title/tt0114608/?ref_=fn_all_ttl_4,Ritter der Dämonen,tt0114608
380,Star Trek: Generations (1994),https://www.imdb.com/title/tt0084726/?ref_=fn_all_ttl_3,Star Trek II - Der Zorn des Khan,tt0084726
381,Muriel's Wedding (1994),https://www.imdb.com/title/tt0110598/?ref_=fn_all_ttl_1,Muriels Hochzeit,tt0110598
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",https://www.imdb.com/title/tt0109045/?ref_=fn_all_ttl_1,Priscilla - Königin der Wüste,tt0109045
383,"Flintstones, The (1994)",https://www.imdb.com/title/tt0053502/?ref_=fn_all_ttl_2,Familie Feuerstein,tt0053502
384,Naked Gun 33 1/3: The Final Insult (1994),https://www.imdb.com/title/tt0110622/?ref_=fn_all_ttl_1,Die nackte Kanone 33 1/3,tt0110622
385,True Lies (1994),https://www.imdb.com/title/tt0111503/?ref_=fn_all_ttl_1,True Lies - Wahre Lügen,tt0111503
386,Addams Family Values (1993),https://www.imdb.com/title/tt3203828/?ref_=fn_all_ttl_4,Addams Family Values,tt3203828
387,"Age of Innocence, The (1993)",https://www.imdb.com/title/tt0106226/?ref_=fn_all_ttl_1,Zeit der Unschuld,tt0106226
388,Beverly Hills Cop III (1994),https://www.imdb.com/title/tt0086960/?ref_=fn_all_ttl_3,Beverly Hills Cop - Ich lös' den Fall auf jeden Fall,tt0086960
389,Black Beauty (1994),https://www.imdb.com/title/tt0109279/?ref_=fn_all_ttl_3,Black Beauty,tt0109279
390,Fear of a Black Hat (1993),https://www.imdb.com/title/tt0106880/?ref_=fn_all_ttl_1,Fear of a Black Hat,tt0106880
391,Last Action Hero (1993),https://www.imdb.com/title/tt28491389/?ref_=fn_all_ttl_2,Last Action Hero: Alternate Ending,tt28491389
392,"Man Without a Face, The (1993)",https://www.imdb.com/title/tt0107501/?ref_=fn_all_ttl_1,Der Mann ohne Gesicht,tt0107501
393,Mrs. Doubtfire (1993),https://www.imdb.com/title/tt17719376/?ref_=fn_all_ttl_3,Mrs. Doubtfire: Deleted Scenes,tt17719376
394,Radioland Murders (1994),https://www.imdb.com/title/tt0110939/?ref_=fn_all_ttl_1,Radioland Murders - Wahnsinn auf Sendung,tt0110939
395,Robin Hood: Men in Tights (1993),https://www.imdb.com/title/tt0107977/?ref_=fn_all_ttl_1,Robin Hood - Helden in Strumpfhosen,tt0107977
396,Serial Mom (1994),https://www.imdb.com/title/tt0111127/?ref_=fn_all_ttl_1,Serial Mom - Warum läßt Mama das Morden nicht?,tt0111127
397,Striking Distance (1993),https://www.imdb.com/title/tt8741808/?ref_=fn_all_ttl_4,Striking Distance,tt8741808
398,Super Mario Bros. (1993),https://www.imdb.com/title/tt6718170/?ref_=fn_all_ttl_1,Der Super Mario Bros. Film,tt6718170
399,"Three Musketeers, The (1993)",https://www.imdb.com/title/tt0072281/?ref_=fn_all_ttl_3,Die drei Musketiere,tt0072281
400,"Little Rascals, The (1994)",https://www.imdb.com/title/tt0278213/?ref_=fn_all_ttl_2,Die kleinen Strolche,tt0278213
401,"Brady Bunch Movie, The (1995)",https://www.imdb.com/title/tt0063878/?ref_=fn_all_ttl_3,Drei Mädchen und drei Jungen,tt0063878
402,Ghost (1990),https://www.imdb.com/title/tt11379026/?ref_=fn_all_ttl_3,Ghosts,tt11379026
403,Batman (1989),https://www.imdb.com/title/tt0372784/?ref_=fn_all_ttl_3,Batman Begins,tt0372784
404,Pinocchio (1940),https://www.imdb.com/title/tt1488589/?ref_=fn_all_ttl_2,Guillermo Del Toros Pinocchio,tt1488589
405,Mission: Impossible (1996),https://www.imdb.com/title/tt0060009/?ref_=fn_all_ttl_5,"Kobra, übernehmen Sie",tt0060009
406,Thinner (1996),https://www.imdb.com/title/tt28319986/?ref_=fn_all_ttl_2,Thinner,tt28319986
407,Spy Hard (1996),https://www.imdb.com/title/tt8347200/?ref_=fn_all_ttl_2,'Weird Al' Yankovic: Spy Hard,tt8347200
408,"Close Shave, A (1995)",https://www.imdb.com/title/tt0112691/?ref_=fn_all_ttl_1,Wallace & Gromit: Unter Schafen,tt0112691
409,Jack (1996),https://www.imdb.com/title/tt5057054/?ref_=fn_all_ttl_1,Jack Ryan,tt5057054
410,Kingpin (1996),https://www.imdb.com/title/tt8119642/?ref_=fn_all_ttl_3,Kingpin,tt8119642
411,"Nutty Professor, The (1996)",https://www.imdb.com/title/tt0057372/?ref_=fn_all_ttl_2,Der verrückte Professor,tt0057372
412,"Very Brady Sequel, A (1996)",https://www.imdb.com/title/tt0118073/?ref_=fn_all_ttl_1,Die Brady Family 2,tt0118073
413,Tales from the Crypt Presents: Bordello of Blood (1996),https://www.imdb.com/title/tt0117826/?ref_=fn_all_ttl_5,Geschichten aus der Gruft: Bordello of Blood,tt0117826
414,My Favorite Year (1982),https://www.imdb.com/title/tt0084370/?ref_=fn_all_ttl_1,Ein Draufgänger in New York,tt0084370
415,"Apple Dumpling Gang, The (1975)",https://www.imdb.com/title/tt0561239/?ref_=fn_all_ttl_5,The Apple Dumpling Gang,tt0561239
416,Old Yeller (1957),https://www.imdb.com/title/tt0434741/?ref_=fn_all_ttl_3,'Old Yeller': Remembering a Classic,tt0434741
417,"Parent Trap, The (1961)",https://www.imdb.com/title/tt12745530/?ref_=fn_all_ttl_4,The Parent Trap Reunion!,tt12745530
418,Cinderella (1950),https://www.imdb.com/title/tt0057950/?ref_=fn_all_ttl_4,Cinderella,tt0057950
419,Mary Poppins (1964),https://www.imdb.com/title/tt0058331/?ref_=fn_all_ttl_1,Mary Poppins,tt0058331
420,Alice in Wonderland (1951),https://www.imdb.com/title/tt0043274/?ref_=fn_all_ttl_2,Alice im Wunderland,tt0043274
421,William Shakespeare's Romeo and Juliet (1996),https://www.imdb.com/title/tt0063518/?ref_=fn_all_ttl_2,Romeo und Julia,tt0063518
