item_id,Rating,voteCount,Budget,Gross worldwide,Runtime,Director_Doug Walker,Director_Alfred Hitchcock,Director_Woody Allen,Director_Steven Spielberg,Director_James Cameron,Director_Stanley Kubrick,Director_Frank Capra,Director_Robert Stevenson,Director_Martin Scorsese,Director_Orson Welles,Director_Clint Eastwood,Director_Rob Reiner,Director_Francis Ford Coppola,Director_Milos Forman,Director_Craig Mazin,Director_Nick Park,Director_Billy Wilder,Director_John Huston,Director_Krzysztof Kieslowski,Director_James Ivory
205,8.6,157.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,8.0,215060.0,1100000000.0,2964071.0,7440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,8.6,534.0,8000000.0,1481910.0,9600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,8.0,175085.0,2800000.0,86276706.0,6360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,7.9,151246.0,2500000.0,4739391.0,4920.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210,8.2,836328.0,48000000.0,474171806.0,7620.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,8.5,66415.0,8000000.0,10292300.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,8.0,9.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,7.2,50198.0,3000000.0,21062065.0,7020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,8.4,155.0,8000000.0,10292300.0,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,8.5,365.0,8000000.0,10292300.0,3600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,7.7,254823.0,16000000.0,93275066.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
217,7.4,255253.0,40000000.0,215862692.0,7680.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,7.7,33203.0,3000000.0,10292300.0,6360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,7.4,276867.0,1800000.0,25858510.0,5460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,6.6,24172.0,42000000.0,41083864.0,7560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,7.8,73746.0,42000000.0,3831182.0,9180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,7.8,106.0,8000000.0,10292300.0,2220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,8.0,101684.0,1000000.0,24444121.0,8100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,9.0,9.0,8000000.0,10292300.0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,7.3,189300.0,4000000.0,215880014.0,4740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,7.4,19.0,8000000.0,10292300.0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,7.2,82963.0,30000000.0,96888996.0,6600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,7.7,132442.0,11200000.0,79822604.0,6780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,6.7,89.0,8000000.0,10292300.0,1260.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,7.3,93935.0,25000000.0,109713132.0,7140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,8.3,59023.0,3500000.0,10292300.0,4560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,7.5,93.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,6.6,2298.0,8000000.0,10292300.0,2700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,8.1,692017.0,7000000.0,477916625.0,7440.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,6.4,251635.0,70000000.0,101381197.0,6360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,7.0,9483.0,3000000.0,285112.0,6360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,7.3,297597.0,50000000.0,273552592.0,8340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,8.1,72.0,8000000.0,10292300.0,2700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,7.1,64462.0,23000000.0,105232691.0,7560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8.4,7.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,7.6,196643.0,40000000.0,75506530.0,6720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,7.7,16566.0,8000000.0,5770254.0,6660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,7.6,205931.0,4000000.0,205843612.0,4680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,8.0,10.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,7.9,21.0,8000000.0,10292300.0,3240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,8.3,67.0,8000000.0,10292300.0,4860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,7.3,102251.0,15000000.0,28084357.0,6420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,7.0,265391.0,16500000.0,67711748.0,5640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,7.6,525789.0,75210000.0,263920180.0,7560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,7.7,12013.0,8000000.0,9499091.0,8160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,7.4,29.0,8000000.0,10292300.0,1680.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,8.0,1360.0,8000000.0,10292300.0,2700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,8.2,1641587.0,150000000.0,375406308.0,8400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,6.4,160972.0,38000000.0,299288605.0,6300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,6.9,3673.0,300000.0,1474628.0,5460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,7.3,637906.0,90000000.0,589390539.0,5880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,7.9,813749.0,47000000.0,212758656.0,6960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,6.7,1283.0,8000000.0,10292300.0,1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,6.6,205397.0,60000000.0,26677289.0,5760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,5.3,20436.0,3000000.0,23144499.0,5880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,7.8,18.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,7.3,65984.0,15000000.0,96759512.0,7020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,6.4,13.0,3000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,8.8,12.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,4.9,9024.0,30000000.0,6112613.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,8.3,67.0,8000000.0,10292300.0,4860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,7.3,144.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,9.1,602839.0,8000000.0,10292300.0,1440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,7.3,334118.0,105000000.0,121214377.0,7740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,8.3,1132615.0,10000000.0,225933435.0,7560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,8.3,754123.0,60000000.0,187436818.0,10200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,7.8,725.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,8.0,13523.0,8000000.0,10292300.0,3480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,8.0,831.0,8000000.0,10292300.0,2700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,8.1,125.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,6.6,283.0,8000000.0,10292300.0,3300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,7.4,578.0,8000000.0,2291255.0,6900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,7.5,29.0,1200000.0,10292300.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,7.5,6446.0,1595000.0,10292300.0,6600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,8.0,26.0,25000.0,10292300.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,8.1,18581.0,8000000.0,10292300.0,3720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,7.6,280.0,8000000.0,10292300.0,2640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,8.0,49445.0,4500000.0,13417292.0,8160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,8.5,3856.0,8000000.0,10292300.0,1380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,6.7,30951.0,23000000.0,12803305.0,5880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,7.4,415928.0,14000000.0,173046663.0,6660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,6.8,1061.0,8000000.0,10292300.0,2700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,7.4,15.0,8000000.0,10292300.0,1560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,8.1,1064.0,8000000.0,10292300.0,1740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,7.2,9128.0,25000000.0,13130349.0,8400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,8.1,24.0,8000000.0,10292300.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,7.1,11719.0,8000000.0,10292300.0,2700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,7.7,44373.0,8000000.0,6041503.0,6660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,7.7,8725.0,8000000.0,592543.0,5400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,7.2,11.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,8.2,7512.0,8000000.0,10292300.0,2640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,6.6,1065.0,8000000.0,10292300.0,4680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,7.5,238.0,8000000.0,10292300.0,7200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,8.8,2673367.0,160000000.0,839030630.0,8880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,8.3,84.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,7.2,11.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,8.4,5.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,8.1,14.0,8000000.0,10292300.0,2640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,7.2,16074.0,8000000.0,9229808.0,6060.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,7.5,421566.0,57000000.0,152944660.0,8640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,7.2,18571.0,8000000.0,10292300.0,1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,6.4,7380.0,8000000.0,572433.0,6360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,7.2,86238.0,40000000.0,45916769.0,8100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
311,8.7,626988.0,8000000.0,10292300.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
312,6.6,42562.0,35000000.0,25105255.0,9300.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,7.9,1335322.0,200000000.0,2264812968.0,11640.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,9.4,21.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,8.2,109.0,8000000.0,10292300.0,5820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,8.1,195257.0,13000000.0,65796862.0,7980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,9.0,1517500.0,22000000.0,322161245.0,11700.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,8.1,770.0,8000000.0,10292300.0,2520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,8.2,18817.0,8000000.0,10292300.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,8.3,757252.0,8000000.0,10292300.0,1380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,7.4,880.0,8000000.0,10292300.0,2640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,6.1,103076.0,116000000.0,178127760.0,6480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,7.6,162537.0,15000000.0,3846852.0,8040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8.7,50310.0,8000000.0,10292300.0,4200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,8.0,64740.0,980000.0,4451.0,8040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,7.0,110957.0,15000000.0,44862187.0,6300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,6.9,1274.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,7.8,12.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,7.6,3545.0,8000000.0,10292300.0,2520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,8.2,9539.0,8000000.0,10292300.0,1320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,6.6,94050.0,27000000.0,60527873.0,6900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,8.0,851293.0,14000000.0,233555708.0,6840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,7.4,4051.0,8000000.0,10292300.0,7200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,8.9,9.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,7.7,34.0,8000000.0,10292300.0,540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,8.3,472700.0,8000000.0,10292300.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,8.6,141989.0,8000000.0,10292300.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,6.5,12.0,20000.0,10292300.0,4860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,9.4,23.0,8000000.0,10292300.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,5.9,2370.0,12000000.0,221193.0,6420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,9.1,8.0,8000000.0,10292300.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,7.6,7.0,8000000.0,10292300.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,7.2,15255.0,5000000.0,19868354.0,8040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,7.3,49109.0,20000000.0,10686841.0,5760.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,7.5,388854.0,12000000.0,39694050.0,9240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,8.1,9.0,7.0,10292300.0,420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,7.8,12.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,8.4,78.0,8000000.0,10292300.0,3600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,7.0,97544.0,8000000.0,25232289.0,7440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,7.7,52.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,6.0,91.0,8000000.0,10292300.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,7.5,29.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,8.4,28.0,8000000.0,10292300.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,7.5,809.0,8000000.0,10292300.0,2700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,6.7,76553.0,45000000.0,117615211.0,7140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,8.7,1113524.0,3000000.0,109115366.0,7980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
358,8.4,1587.0,8000000.0,10292300.0,7200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,7.0,92.0,2400000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,7.3,160238.0,3000000.0,865.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,7.7,43.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,7.9,221456.0,27500000.0,115229890.0,7980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,7.9,170.0,8000000.0,10292300.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,6.4,241402.0,30000000.0,212385533.0,5400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,8.5,831.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,7.0,93749.0,30000000.0,33013805.0,6780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,8.2,81.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,8.1,132.0,8000000.0,10292300.0,1020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,7.7,3639.0,8000000.0,10292300.0,3600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,5.8,16253.0,47000000.0,12379402.0,6480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,7.6,92765.0,24000000.0,182016617.0,8100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
372,7.8,191424.0,8000000.0,10292300.0,3600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,7.1,304209.0,50000000.0,41037742.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,6.6,135.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,8.0,68.0,8000000.0,10292300.0,6360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,7.6,17.0,8000000.0,10292300.0,1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,7.0,26.0,8000000.0,10292300.0,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,7.9,57970.0,8000000.0,3851.0,5760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,6.7,27232.0,13000000.0,21089146.0,5520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,7.7,132442.0,11200000.0,79822604.0,6780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,7.2,43667.0,9000000.0,15510889.0,6360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,7.5,57992.0,8000000.0,11301344.0,6240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,7.5,42808.0,8000000.0,10292300.0,1560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,6.5,115902.0,30000000.0,51132598.0,4980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,7.3,290979.0,115000000.0,378882411.0,8460.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,7.8,12.0,8000000.0,10292300.0,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,7.2,70863.0,34000000.0,32255953.0,8340.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
388,7.4,223457.0,13000000.0,316360478.0,6300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,6.6,11012.0,8000000.0,4630377.0,5280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,7.2,4729.0,999999.0,233824.0,5280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,7.2,39.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,6.7,32044.0,20000000.0,24760338.0,6900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,8.1,353.0,8000000.0,10292300.0,1920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,6.2,4048.0,15000000.0,1316865.0,6480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,6.7,141249.0,20000000.0,35739755.0,6240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,6.8,36272.0,13000000.0,7823437.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,8.2,18.0,8000000.0,10292300.0,3060.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,7.0,266438.0,100000000.0,1360847665.0,5520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,7.1,21022.0,4500000.0,10292300.0,6360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,8.0,1455.0,8000000.0,10292300.0,1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,6.8,16399.0,8000000.0,10292300.0,1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,7.9,39820.0,8000000.0,10292300.0,1260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,8.2,1641587.0,150000000.0,375406308.0,8400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,7.6,120087.0,35000000.0,109846.0,7020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,7.9,12254.0,8000000.0,10292300.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,7.9,16.0,8000000.0,10292300.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,6.5,63.0,8000000.0,10292300.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,8.1,46408.0,8000000.0,20909.0,1860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
409,8.0,184419.0,8000000.0,10292300.0,3600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,7.9,160.0,4000000.0,10292300.0,4980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
