bathrooms,bedrooms,interest_level,price,Elevator,CatsAllowed,HardwoodFloors,DogsAllowed,Doorman,Dishwasher,NoFee,LaundryinBuilding,FitnessCenter,Pre-War,LaundryinUnit,RoofDeck,OutdoorSpace,DiningRoom,HighSpeedInternet,Balcony,SwimmingPool,LaundryInBuilding,NewConstruction,Terrace
1.0,2,0,3700,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
1.0,1,0,1500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,6400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,2900,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,0,0,3250,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1725,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4162,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,1,2800,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2920,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0,0,2550,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
1.0,3,1,5800,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0
1.0,1,0,3400,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
1.0,2,2,2550,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,1,3550,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1
1.0,2,1,2700,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
1.0,1,0,3650,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1,0,2575,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0,4095,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3365,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,5700,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2.0,3,0,5495,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2,0,4000,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0,4595,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4442,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1580,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4600,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2805,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2200,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3025,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1.0,0,1,2475,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2260,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3350,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,4,0,5600,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,6800,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4100,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1.0,0,0,2400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,0,3000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4400,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3565,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3400,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
1.0,3,0,4150,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3425,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2175,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3195,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3075,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,6200,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1,0,2850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4284,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4340,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1500,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,5895,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3600,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2700,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3119,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4252,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,2,1250,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,0,2395,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,1,4800,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
1.0,2,0,2225,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2775,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,5000,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1.0,1,2,2400,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1.0,0,0,2895,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1.0,2,1,3200,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
1.0,0,1,2450,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
1.0,3,0,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3510,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3475,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0,0,1350,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,1950,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,0,5903,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
1.0,1,0,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3215,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1.0,2,0,3190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1.0,1,2,2100,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2.0,2,0,5600,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
1.0,0,2,1900,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3,0,4190,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
2.0,3,0,5400,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
1.0,3,1,4000,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2.0,3,1,5800,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0
1.0,4,0,5200,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3879,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2200,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,3,0,6165,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,3600,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,2,1800,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,2,3800,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,3450,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3600,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3700,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2,2,2200,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2725,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,4120,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0,4050,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0
1.0,3,0,5495,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
2.0,4,1,4950,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,2,1695,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3400,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2595,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
1.0,1,0,3000,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
1.0,1,0,5000,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
1.0,1,0,5895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2825,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1.5,2,0,3795,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,3400,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1400,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2650,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,1,0,2498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2715,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.5,4,0,14000,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
2.0,3,2,5000,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,0,5215,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1,1,2695,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,2,0,3200,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,2,3900,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
1.0,0,1,2500,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,4027,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.5,2,0,3800,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,3,0,4600,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,3990,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
1.0,1,0,1800,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,2,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,6,0,7600,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2550,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.5,1,0,5215,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1.0,1,1,3499,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1.0,3,0,2600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2500,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
2.0,2,0,7725,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2.0,2,0,4477,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3750,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4550,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2495,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,1,0,5325,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,4,0,6650,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3.0,5,0,13500,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1.0,1,1,1995,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.5,4,0,3675,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3.0,3,0,10000,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0
1.0,1,0,5250,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
1.0,1,2,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2850,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2850,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,3695,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3362,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2.0,3,0,3500,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4195,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2800,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1.0,2,1,2995,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,0,4400,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2850,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3500,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1.0,2,0,3450,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,0,0,4800,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3200,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,3495,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
1.0,2,2,3000,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,2,2,3195,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,0,4040,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,2,0,2799,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,3,1,3400,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4900,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1.0,2,0,2295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1875,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3500,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,2,1800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2500,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,3925,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1.0,1,0,2299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,2595,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,2850,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2.0,3,0,4100,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0
2.0,3,0,5202,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3965,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4975,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3125,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,6395,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0,0,2850,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2350,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3590,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
1.0,4,1,6000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,4120,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0,3230,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,2600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,3,0,3350,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4200,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1
1.0,1,0,4446,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2000,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1.0,2,1,2399,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2895,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
2.0,3,0,6595,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,4595,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2500,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1995,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,2,0,3595,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0,0,1800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1650,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2800,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4275,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,2500,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2595,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,0,6000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3150,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1895,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,7250,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,5,0,6500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,4,0,13000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1525,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2950,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,2,0,3595,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,3,2,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,2,2100,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.5,2,0,4195,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,1,6800,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,3,1,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4425,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,1,3000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4200,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
2.0,3,0,4580,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
1.0,3,2,3850,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,2,0,3599,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2375,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3850,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0,1927,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,5275,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,2,3450,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,3,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2050,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2.0,3,0,5345,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2150,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3167,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3440,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,3,0,12500,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
1.0,2,2,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,3395,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2364,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1.0,3,1,4500,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0,2195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,2,5300,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0
1.0,2,0,4200,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
