latitude,longitude,price
40.8168,-73.9408,3750
40.822,-73.9521,1850
40.7522,-73.9702,4430
40.7244,-73.9942,2950
40.7469,-73.9803,3395
40.7376,-73.976,6000
40.8132,-73.9433,1760
40.7488,-73.9868,3800
40.7293,-73.989,7450
40.7834,-73.9511,1795
40.7039,-73.9425,2350
40.7476,-74.0008,3119
40.7448,-74.0017,4195
40.7993,-73.9625,2500
40.7391,-74.0016,6295
40.7081,-74.0065,2400
40.7343,-74.0094,3490
40.7581,-73.9627,2895
40.7025,-73.9129,2750
40.7559,-73.9658,2200
40.6943,-73.9728,3395
40.7182,-74.0148,3500
40.7684,-73.9616,3000
40.7701,-73.9678,1950
40.678,-73.9909,3150
40.7448,-73.9919,4195
40.7621,-73.9956,10000
40.7346,-74.005,2450
40.7536,-73.9739,2350
40.7382,-73.9965,4875
40.7047,-74.0076,5668
40.7814,-73.9515,2500
40.745,-73.9863,3500
40.7341,-73.9896,5700
40.7444,-73.9754,3875
40.7678,-73.987,1800
40.7746,-73.9554,2095
40.7633,-73.9785,3595
40.7351,-73.978,5785
40.8198,-73.9578,2950
40.7486,-73.9903,3923
40.7839,-73.976,7000
40.7192,-73.8352,1695
40.7892,-73.9705,3200
40.7283,-73.9875,4400
40.7723,-73.951,2770
40.7342,-73.9902,7985
40.7111,-74.0055,6550
40.747,-73.9864,10000
40.7053,-74.0161,2575
40.7396,-73.9815,3795
40.7759,-73.9528,3530
40.7745,-73.9897,3895
40.8221,-73.9421,2225
40.7329,-74.0046,5295
40.757,-73.9642,3775
40.7449,-73.9812,3795
40.7777,-73.9883,4220
40.7708,-73.9576,2500
40.7618,-73.9497,1950
40.7268,-73.8599,1525
40.7306,-73.9831,4125
40.7218,-73.9886,2500
40.7067,-74.0072,2995
40.7619,-73.9638,2940
40.7358,-73.953,1625
40.7554,-73.9654,2050
40.7514,-73.9864,3300
40.7844,-73.9497,2500
40.6872,-73.9202,3000
40.7637,-73.9937,2995
40.7267,-73.9885,2795
40.8287,-73.9496,3200
40.8163,-73.9416,1662
40.5915,-73.99,2800
40.759,-73.9691,2200
40.7434,-73.9743,5700
40.7664,-73.9871,2650
40.7959,-73.9742,3250
40.7448,-73.9919,3345
40.8383,-73.944,2400
40.7484,-73.9893,8500
40.8015,-73.9627,3200
40.6876,-73.9566,1850
40.7681,-73.9563,2650
40.7179,-74.0148,5535
40.7054,-74.0111,3800
40.7637,-73.9937,2095
40.6462,-73.9607,1975
40.771,-73.9533,2800
40.7396,-73.9885,2550
40.7626,-73.9906,3700
40.7301,-73.9927,2700
40.7761,-73.9522,2750
40.7487,-73.9901,4056
40.7058,-74.0086,2630
40.7488,-73.977,3100
40.7645,-73.984,4100
40.765,-73.994,2200
40.6944,-73.9639,2358
40.7278,-74.0,2750
40.6877,-73.945,2950
40.7942,-73.9637,2625
40.7064,-74.0157,2895
40.7109,-74.0165,2680
40.6749,-73.9188,1900
40.78,-73.9543,1700
40.7391,-73.9936,5575
40.7347,-74.0055,3800
40.8325,-73.9436,2250
40.7441,-73.9964,2450
40.7633,-73.992,3700
40.7286,-73.8487,1900
40.6753,-74.0131,3300
40.7592,-73.9948,4425
40.6941,-73.9829,3114
40.8003,-73.9618,3200
40.6534,-73.9645,2625
40.7799,-73.952,2200
40.7299,-73.9826,3000
40.726,-73.9892,3695
40.7423,-73.9205,1600
40.7261,-73.987,4295
40.7398,-73.9979,3650
40.6981,-73.9332,1950
40.7656,-73.9857,4300
40.7897,-73.9734,6312
40.7845,-73.9503,2800
40.7474,-73.9775,6500
40.7989,-73.9535,2100
40.7804,-73.9514,4595
40.7536,-73.9739,2500
40.7331,-74.0055,3695
40.7549,-73.969,2895
40.7601,-73.9901,3400
40.7286,-73.8484,2600
40.7586,-73.9838,2000
40.7087,-73.955,3415
40.721,-73.9806,4090
40.6956,-73.9227,3300
40.7813,-73.9485,2775
40.7216,-73.9927,3395
40.7826,-73.9572,2850
40.6785,-73.9861,3125
40.7788,-73.9806,2999
40.7957,-73.9705,3999
40.7959,-73.9742,4650
40.6778,-73.9556,1875
40.7174,-73.9617,4800
40.7797,-73.9486,4150
40.753,-73.9695,5500
40.7844,-73.9497,3900
40.7413,-73.9779,6400
40.7943,-73.9675,2795
40.7964,-73.9733,4095
40.8404,-73.9376,1500
40.6414,-73.9599,1800
40.7874,-73.9758,3395
40.7568,-73.9982,4800
40.7515,-73.9401,2550
40.7647,-73.9918,5550
40.7703,-73.9592,2200
40.7833,-73.9511,1895
40.7514,-73.9862,2650
40.7704,-73.9566,3895
40.7192,-73.8452,1600
40.7465,-73.9803,4895
40.7611,-73.963,1950
40.708,-74.0149,3649
40.768,-73.9247,3700
40.7862,-73.944,4295
40.6765,-73.9087,1975
40.7482,-73.9808,3075
40.7256,-73.949,2950
40.784,-73.9788,2000
40.7318,-74.0044,2975
40.7105,-73.9532,2400
40.7878,-73.9763,2050
40.7182,-74.0148,3775
40.7073,-74.0046,3700
40.7993,-73.9604,3999
40.7891,-73.9486,1625
40.6872,-73.9169,1900
40.7624,-73.9652,3300
40.739,-73.9935,7850
40.6907,-73.9216,2900
40.7729,-73.96340000000001,2950
40.7752,-73.9887,5560
40.7419,-74.0014,6000
40.7449,-73.9777,4450
40.7609,-73.9611,2200
40.7513,-73.9862,3195
40.7486,-73.8852,1900
40.7574,-73.9681,3495
40.7581,-73.9807,2250
40.7637,-73.9847,3195
40.7526,-73.9675,5100
40.7633,-73.9577,1885
40.7483,-73.9918,3250
40.8358,-73.9453,3200
40.7366,-73.9934,2900
40.7484,-73.9772,2150
40.7889,-73.9719,2179
40.7661,-73.9859,2250
40.8168,-73.9527,2500
40.7743,-73.9875,3400
40.7487,-73.9425,2950
40.7403,-73.9848,4800
40.6821,-73.9493,2200
40.7368,-73.979,2800
40.7864,-73.9734,2300
40.7385,-73.9836,7529
40.7196,-73.985,2675
40.8001,-73.9512,2400
40.647,-74.001,2000
40.7701,-73.9484,1725
40.7663,-73.9559,2800
40.7856,-73.9794,3100
40.7365,-74.007,4700
40.787,-73.9741,8250
40.7721,-73.9536,2000
40.7244,-73.9942,4200
40.8081,-73.9415,2925
40.7313,-74.0019,3100
40.7349,-73.9863,3900
40.7467,-73.9178,1900
40.6445,-73.9591,1500
40.7575,-73.9625,3400
40.7176,-74.011,5250
40.7728,-73.9591,2695
40.6826,-73.9535,2750
40.834,-73.9399,3000
40.7001,-73.9929,2500
40.6632,-73.9825,2050
40.753,-74.0037,3670
40.8007,-73.961,2850
40.7723,-73.951,3470
40.7292,-74.0045,3695
40.7492,-73.9789,3395
40.7805,-73.9833,3650
40.7343,-74.0094,3995
40.7488,-73.8848,1825
40.7383,-74.0015,2550
40.7723,-73.9481,2995
40.7673,-73.9922,2500
40.7538,-73.974,5650
40.7068,-74.0134,2625
40.7538,-73.974,2900
40.7327,-73.9992,6000
40.7358,-73.9859,2895
40.787,-73.9741,7500
40.7801,-73.9477,2500
40.7389,-74.0088,5000
40.7804,-73.9513,4595
40.7905,-73.9688,3200
40.7105,-73.9532,2400
40.7536,-73.8836,2325
40.7637,-73.9877,2450
40.7449,-73.9464,5495
40.7695,-73.9561,4400
40.7327,-73.8638,2154
40.7625,-73.9864,3500
40.8788,-73.9144,2400
40.7593,-73.9962,2595
40.769,-73.9541,1850
40.7676,-73.9813,6500
40.7548,-73.9944,3850
40.7565,-73.9973,2600
40.7902,-73.9678,4175
40.8022,-73.9452,3350
40.7426,-73.9782,6376
40.7612,-73.9623,3049
40.7594,-73.9712,4200
40.7978,-73.9689,3425
40.7372,-73.9981,2525
40.8668,-73.9279,2350
40.7237,-73.9898,4595
40.7399,-74.0036,2650
40.7668,-73.962,4000
40.7677,-73.9616,3195
40.7645,-73.984,2760
40.7278,-73.9999,2900
40.79,-73.9416,2195
40.7448,-73.9919,3295
40.8668,-73.9279,2275
40.7255,-73.9843,5900
40.759,-73.9691,2400
40.7286,-73.9881,4700
40.7081,-74.0065,3175
40.722,-73.9837,5250
40.6665,-73.9822,2500
40.8357,-73.9416,2750
40.7967,-73.9623,3095
40.7838,-73.9483,1900
40.7673,-73.9922,3900
40.7594,-73.9593,12000
40.7412,-73.9772,2450
40.7712,-73.923,6138
40.7988,-73.9603,4995
40.8032,-73.9569,2500
40.6912,-73.9941,2400
40.706,-74.0088,4200
40.7814,-73.9507,3000
40.8223,-73.94,1900
40.7521,-73.9743,4975
40.7258,-73.9873,2250
40.7376,-73.9738,4495
40.8118,-73.9387,2000
40.7301,-74.0003,2790
40.7787,-73.9826,9500
40.7413,-73.9779,6000
40.7931,-73.9715,2795
40.7995,-73.9668,1900
40.7462,-73.9759,2400
40.6993,-73.9204,2100
40.8241,-73.9391,2300
40.7562,-73.9137,2850
40.7366,-73.9934,4500
40.7754,-73.9502,4000
40.6414,-73.9599,1800
40.8024,-73.9651,4000
40.7399,-73.9812,3299
40.7236,-74.0106,5695
40.735,-73.9863,4500
40.7586,-73.9838,2150
40.761,-73.9992,3300
40.7204,-73.9887,2100
40.768,-73.9533,6195
40.7476,-73.976,1995
40.7074,-74.007,3030
40.7575,-73.9626,3400
40.799,-73.9639,2750
40.7665,-73.985,3300
40.6862,-73.9226,2699
40.8452,-73.9376,2400
40.8031,-73.9653,5500
40.7385,-73.9836,7529
40.7898,-73.9744,3220
40.7645,-73.984,2980
40.7456,-73.978,3200
40.7362,-73.9961,3700
40.8031,-73.9539,3000
40.6824,-73.9584,2950
40.8325,-73.9406,2100
40.7207,-73.9801,3508
40.7535,-73.9657,2495
40.7479,-73.9739,2400
40.7564,-73.9945,4700
40.7388,-74.0018,2800
40.777,-73.946,1725
40.7691,-73.9554,3595
40.7054,-74.0095,2575
40.7629,-73.9618,2950
40.7613,-73.9998,2550
40.7463,-73.976,2300
40.7439,-73.9743,3600
40.7284,-73.984,2400
40.82,-73.9464,1950
40.7412,-73.9772,3200
40.7568,-73.9982,3100
40.7656,-73.9886,3525
40.8027,-73.9563,4100
40.7606,-73.9963,3195
40.7304,-73.9829,2800
40.745,-73.9863,6000
40.7494,-73.9875,2300
40.7902,-73.9677,4395
40.7826,-73.9572,3495
40.7518,-73.9695,3495
40.7792,-73.9763,4400
40.7953,-73.9667,3450
40.7681,-73.9594,2650
40.7687,-73.9867,2500
40.7747,-73.9517,3095
40.7231,-73.9938,4495
40.7571,-73.9647,2300
40.7093,-74.0047,3320
40.7535,-73.9742,2200
40.7421,-73.9788,2995
40.7062,-74.0099,3995
40.7141,-74.0096,7125
40.7658,-73.9628,2300
40.7482,-73.9749,4500
40.7447,-73.9741,3295
40.7664,-73.9918,4602
40.728,-73.9832,2600
40.7078,-74.0026,2530
40.7098,-74.0091,9000
40.7553,-73.9953,4885
40.7518,-73.9726,3200
40.726,-74.0024,2295
40.7438,-73.9743,3350
40.7613,-73.9998,2650
40.7587,-73.9917,2950
40.7804,-73.9514,4200
40.7053,-74.0062,4350
40.6774,-73.9161,1850
40.7691,-73.9554,4295
40.7413,-73.9779,6395
40.74,-73.9994,2700
40.7294,-73.9986,3350
40.7656,-73.8227,2199
40.7943,-73.9675,2764
40.818,-73.9409,2100
40.7231,-74.0044,4400
40.7056,-74.0162,2750
40.7804,-73.9794,8300
40.7739,-73.9529,2400
40.761,-73.9885,5950
40.7768,-73.9517,2395
40.7168,-73.952,3550
40.7597,-73.9929,2100
40.7074,-74.0122,3075
40.8421,-73.9386,2250
40.7783,-73.9837,3550
40.7911,-73.9735,2395
40.7331,-74.0055,3795
40.7593,-73.9959,4500
40.7205,-73.9793,2950
40.7602,-73.9689,3500
40.6824,-73.963,2795
40.6531,-73.9504,2000
40.8314,-73.9409,1650
40.7546,-73.9983,2200
40.7324,-73.9875,4995
40.7278,-73.9871,1580
40.8031,-73.9657,4200
40.8679,-73.9239,1900
40.7704,-73.9566,3795
40.7076,-74.008,2659
40.7228,-73.9945,4695
40.7654,-73.9783,5995
40.7693,-73.9523,2500
40.7295,-74.0029,4495
40.7463,-73.9773,2750
40.7056,-74.0162,2991
40.7231,-74.0045,3950
40.7963,-73.9306,1850
40.7121,-74.0086,5695
40.7388,-73.9286,1700
40.763,-73.9577,1995
40.7483,-73.9763,2900
40.7074,-74.0069,4950
40.7437,-73.9851,7000
40.7637,-73.9846,2500
40.8029,-73.951,3500
40.8689,-73.9225,2300
40.7655,-73.9857,3000
40.7316,-73.9839,3250
40.7606,-73.9129,1800
40.8242,-73.9527,3695
40.7669,-73.9888,3200
40.755,-73.9636,2995
40.7692,-73.9525,3395
40.7974,-73.9708,2100
40.7823,-73.951,3800
40.7675,-73.9607,5000
40.7862,-73.944,3695
40.7839,-73.9488,3995
40.7935,-73.9436,6995
40.7593,-73.9962,4850
40.7604,-73.9617,2750
40.7489,-73.9761,3350
40.7331,-74.0059,2495
40.7804,-73.9794,6995
40.7179,-74.0148,5185
40.7179,-74.0148,8290
40.7676,-73.9549,2395
40.8712,-73.9148,1950
40.8175,-73.9408,1695
40.6828,-73.9591,2300
40.8013,-73.9606,2500
40.7579,-73.9653,7495
40.7469,-73.9803,5000
40.7769,-73.9456,2250
40.675,-73.952,2500
40.7701,-73.955,4800
40.8232,-73.9474,2500
40.7494,-73.9875,2945
40.7061,-74.0111,5020
40.803,-73.9664,3900
40.7862,-73.9425,2950
40.7963,-73.9306,1850
40.7342,-73.9809,3295
40.7297,-73.9794,2850
40.7088,-74.0059,2450
40.7933,-73.9675,3300
40.7823,-73.9787,2750
40.7694,-73.9509,3595
40.6862,-73.9525,2399
40.6759,-73.9779,2950
40.7513,-73.9862,3300
40.7743,-73.948,2800
40.8268,-73.9394,2695
40.7216,-73.979,1878
40.7741,-73.965,6995
40.7585,-73.9913,2500
40.7412,-73.9772,2900
40.7468,-73.9903,5795
40.7067,-74.0072,2350
40.7412,-73.9772,2970
40.7568,-73.9982,2550
40.7633,-73.9628,2950
40.7977,-73.9705,2750
40.752,-73.9946,3900
40.8041,-73.9513,2200
40.7515,-73.9413,3590
40.7782,-73.9482,4700
40.7756,-73.9846,2995
40.7196,-74.0109,5900
40.7397,-73.9817,2750
40.7538,-73.974,2200
40.753,-73.9959,4900
40.726,-73.9784,2895
40.7902,-73.9678,4030
40.6098,-73.9684,2350
40.6988,-73.9939,2550
40.7401,-73.9887,4395
40.7594,-73.9712,4795
40.7348,-73.9865,3495
40.7654,-73.9816,2750
40.7301,-73.9927,3150
40.7084,-74.0066,3100
40.6645,-73.9807,2500
40.7437,-73.9756,3395
40.7627,-73.9769,4300
40.8377,-73.9379,2300
40.7352,-73.9832,5300
40.7655,-73.9772,2197
40.7197,-73.9884,2350
40.761,-73.999,3200
40.7572,-73.9649,3700
40.7681,-73.9524,6700
40.7675,-73.9607,3500
40.7556,-73.9922,2800
40.7252,-73.9942,3450
40.7456,-73.9797,3150
40.7461,-73.9757,2600
40.7575,-73.9625,2900
40.7113,-74.0056,8500
40.7669,-73.9621,11000
40.7739,-73.9478,3195
40.7341,-73.9896,5700
40.7083,-74.0149,3350
40.7805,-73.9795,2850
40.7559,-73.9926,6000
40.7639,-73.9808,3100
40.7457,-73.9802,3150
40.7088,-74.0059,3100
40.7664,-73.9918,3007
40.7957,-73.9727,10095
40.7817,-73.9545,1925
40.7658,-73.9781,3775
40.7513,-73.9715,3500
40.7999,-73.962,2595
40.7476,-74.0008,3119
40.7682,-73.9545,1900
40.7976,-73.9724,4195
40.7743,-73.9875,1495
40.7394,-74.0011,2795
40.7488,-73.9734,4050
40.7283,-73.9839,2500
40.7606,-73.9963,7108
40.7678,-73.9869,1875
40.675,-73.9551,2050
40.7621,-73.9626,2295
40.7775,-73.9458,3550
40.7845,-73.9498,2450
40.6767,-73.9412,2350
40.7285,-73.9757,1775
40.776,-73.9839,4000
40.7521,-74.0045,3220
40.7972,-73.9488,3100
40.7396,-73.9816,2895
40.776,-73.9556,4500
40.7448,-73.9909,4178
40.7761,-73.9512,1800
40.7633,-73.9628,6200
40.7771,-73.9445,2850
40.7365,-74.0078,3295
40.769,-73.968,2850
40.6968,-73.9829,2751
40.716,-74.0036,3800
40.7593,-73.9625,1802
40.7334,-74.0048,5700
40.7162,-74.0095,3895
40.7081,-74.0065,3400
40.8055,-73.9413,2000
40.753,-73.9695,2495
40.7341,-73.9896,3375
40.724,-73.9839,5500
40.7491,-73.9797,3100
40.7562,-73.9964,4490
40.7962,-73.9461,2350
40.7399,-73.9774,2795
40.7986,-73.9706,4695
40.7373,-74.0042,4095
40.7448,-73.986,5985
40.7053,-74.0062,4700
40.787,-73.9741,8500
40.7634,-73.9638,6475
40.7741,-73.9532,2400
40.694,-73.9828,3199
40.7441,-73.9964,2475
40.7674,-73.9838,6900
40.9094,-73.7837,1629
40.7681,-73.9544,1875
40.7191,-74.0109,6195
40.6952,-73.9238,2050
40.6887,-73.9851,2900
40.7196,-73.985,2675
40.6363,-74.0257,2000
40.8155,-73.9369,1850
40.7788,-73.9523,3000
40.77,-73.9517,2595
40.7739,-73.9528,2550
40.6778,-73.9593,2900
40.7681,-73.9563,4095
40.7874,-73.942,3595
40.7689,-73.9548,3200
40.7239,-73.9947,3250
40.7348,-73.9865,3900
40.73,-73.9864,4650
40.7545,-73.937,4100
40.7643,-73.9905,2795
40.7552,-73.9676,3200
40.7918,-73.9677,2440
40.7762,-73.9553,5000
40.7461,-73.9757,3465
40.7314,-73.9864,2250
40.7817,-73.9497,2000
40.7815,-73.9471,1900
40.7959,-73.9742,3500
40.7718,-73.9238,2600
40.7681,-73.9544,1875
40.7369,-73.979,3400
40.7878,-73.9799,2895
40.71,-74.0143,2495
40.7673,-73.9922,6800
40.7694,-73.9562,2900
40.7656,-73.9886,3675
40.7074,-74.0069,6100
40.7258,-73.9798,2980
40.7531,-73.9707,6050
40.7692,-73.9596,2500
40.6551,-73.9616,4015
40.7634,-73.9638,4300
40.7213,-73.9952,3950
40.7812,-73.9484,2850
40.7121,-74.0086,8795
40.8287,-73.9485,3600
40.7628,-73.985,4995
40.7745,-73.9532,2475
40.7611,-73.9989,3018
40.7919,-73.9725,2400
40.7128,-74.0059,4375
40.7098,-74.0179,5275
40.8015,-73.9668,4600
40.7709,-73.9917,2850
40.8241,-73.9493,3350
40.7676,-73.9601,4295
40.7677,-73.9836,2600
40.7692,-73.9525,3400
40.7441,-73.8792,1700
40.7459,-73.9564,2575
40.7868,-73.9504,4800
40.7645,-73.984,3438
40.7407,-73.9822,6000
40.7546,-73.9938,1930
40.7466,-73.9779,2850
40.7081,-74.0065,2650
40.783,-73.9585,6700
40.7253,-74.0034,2850
40.7268,-74.0018,2750
40.7777,-73.9532,2945
40.7388,-73.9986,4500
40.7197,-73.996,2000
40.7032,-74.0114,3949
40.7084,-74.0151,2722
40.8653,-73.9208,2895
40.711,-74.0072,5700
40.781,-73.9488,2700
40.7593,-73.9959,5000
40.7408,-74.0004,2450
40.7959,-73.9742,4750
40.7813,-73.9494,5000
40.7675,-73.9607,5100
40.7675,-73.9233,2800
40.7742,-73.9475,4900
40.7062,-74.0099,2800
40.7843,-73.9503,2700
40.7721,-73.9472,2765
40.7197,-73.9849,2275
40.7612,-73.9978,3200
40.8291,-73.9482,2100
40.7322,-74.0019,4795
40.7083,-74.0094,2920
40.7396,-73.9816,2895
40.7434,-73.9846,3730
40.7947,-73.9401,2000
40.7236,-74.0106,3995
40.7555,-73.9666,5000
40.7731,-73.948,2750
40.7586,-73.9938,3250
40.7053,-74.0161,2630
40.7462,-73.9757,2600
40.7186,-73.9621,2600
40.7074,-74.0122,2980
40.7539,-73.9677,5250
40.7718,-73.9508,5400
40.7664,-73.9863,2700
40.7843,-73.9703,8500
40.7202,-73.9546,3400
40.7678,-73.9915,3175
40.8327,-73.943,1925
40.7756,-73.9846,3000
40.7436,-73.9727,3200
40.8011,-73.9599,2500
40.7465,-73.9957,3095
40.753,-73.9958,3095
40.7609,-73.986,3550
40.7479,-73.9746,3845
40.7067,-73.8333,1975
40.7695,-73.9561,1700
40.7721,-73.9861,11500
40.7933,-73.9762,3300
40.6918,-73.9717,2000
40.7575,-73.9704,2090
40.7539,-73.9677,3200
40.7487,-73.9755,5400
40.7342,-73.9902,8000
40.7031,-73.9914,4520
40.7292,-73.986,2400
40.7286,-73.8487,2075
40.7344,-74.0056,2625
40.7088,-74.0059,3100
40.7248,-73.9807,3300
40.7418,-73.9814,10000
40.7509,-73.9977,4395
40.7549,-73.969,2700
40.761,-73.999,4000
40.7878,-73.9763,2700
40.7296,-73.9813,5400
40.7466,-73.9779,2295
40.6988,-73.9939,2650
40.774,-73.9501,2750
40.7967,-73.9485,3175
40.7553,-73.9953,3095
40.7833,-73.9834,2350
40.7553,-73.9953,3555
40.797,-73.9625,2400
40.774,-73.9501,2650
40.7775,-73.9784,2000
40.7313,-74.0029,3400
40.7688,-73.9608,4095
40.7168,-73.8155,1900
40.7447,-73.9741,4400
40.8198,-73.9578,1995
40.7635,-73.9848,3195
40.7843,-73.9783,3295
40.7085,-74.0165,4395
40.7136,-74.0094,2935
40.7331,-74.0003,2400
40.7663,-73.9522,3500
40.8449,-73.9409,3200
40.7602,-73.9689,2800
40.7252,-73.9947,7000
40.7316,-73.9855,2500
40.7461,-73.9757,2700
40.7708,-73.9516,1800
40.7856,-73.9498,3020
40.7469,-73.9802,3450
40.7061,-74.0111,3500
40.7612,-73.9978,2600
40.7561,-73.9217,2150
40.7957,-73.9705,2650
40.7645,-73.9889,3950
40.733,-73.9857,6650
40.7678,-73.9915,3430
40.7255,-73.8572,2000
40.7053,-74.0103,7800
40.8144,-73.9459,2108
40.7488,-73.977,3100
40.7175,-73.9521,3199
40.7254,-73.9879,2300
40.7121,-74.0086,4825
40.8362,-73.945,2250
40.7141,-74.0096,3295
40.7446,-73.974,2495
40.7767,-73.9456,2299
40.7412,-73.9772,2965
40.7612,-73.9978,2899
40.7156,-73.954,3399
40.8272,-73.9507,1995
40.7697,-73.9109,2600
40.7376,-73.976,3450
40.7814,-73.9515,3850
40.7437,-73.9585,2450
40.7333,-74.0022,4600
40.7723,-73.953,12600
40.7254,-73.9873,4034
40.711,-74.0051,3500
40.706,-74.0088,2400
40.7073,-74.0046,2990
40.7102,-74.0107,3250
40.8041,-73.9573,4000
40.7793,-73.9496,1895
40.626,-73.9417,2300
40.7325,-74.0039,4995
40.7652,-73.9897,5750
40.7108,-73.9672,3025
40.7675,-73.9607,5000
40.7681,-73.9563,4995
40.726,-73.9901,5959
40.7897,-73.9488,2995
40.7228,-73.9957,3600
40.7398,-73.9773,2300
40.7682,-73.987,1850
40.8217,-73.9486,1900
40.7605,-73.9952,2795
40.8294,-73.9404,2000
40.7763,-73.9518,3050
40.7324,-73.9858,4875
40.7545,-73.9976,3190
40.6032,-73.9918,1575
40.7675,-73.9901,3100
40.7612,-73.9623,2599
40.7746,-73.99,7995
40.7905,-73.9688,5700
40.7425,-73.9789,3495
40.7716,-73.9506,7250
40.7682,-73.987,2450
40.7276,-74.0001,3650
40.8032,-73.9578,5000
40.7479,-73.9739,3300
40.7613,-73.9998,3690
40.7366,-73.9934,4500
40.6368,-73.9722,1675
40.7463,-73.9773,2900
40.7605,-73.9728,5500
40.7191,-73.9855,2295
40.7121,-74.0086,5195
40.8561,-73.9282,2025
40.7322,-73.9832,4500
40.7073,-74.0046,2900
40.8233,-73.9532,1900
40.7965,-73.9618,3195
40.7023,-73.9895,2665
40.7278,-73.9999,2875
40.8022,-73.9653,2895
40.7294,-73.9836,3050
40.745,-73.97710000000001,4670
40.7998,-73.9683,2200
40.7722,-73.9809,3200
40.7436,-73.9919,3650
40.7488,-73.9734,6000
40.7704,-73.9566,3790
40.7197,-73.9883,2195
40.7692,-73.9258,2600
40.7796,-73.9528,3500
40.7448,-74.0052,6500
40.7447,-73.9782,2895
40.7473,-73.9775,6500
40.7241,-73.8565,1605
40.7792,-73.9514,2450
40.7316,-73.9839,3400
40.7514,-73.9864,2600
40.7793,-73.9492,6500
40.7604,-73.987,3000
40.7719,-73.9544,3800
40.7453,-73.9764,6000
40.7519,-73.971,2492
40.7476,-74.0008,3119
40.7775,-73.9536,3900
40.7246,-73.9844,4950
40.7088,-74.0059,2700
40.7429,-73.995,2850
40.7613,-73.9623,2499
40.6869,-73.9132,3400
40.7298,-74.0005,2975
40.7341,-73.9896,3450
40.7411,-73.9823,4570
40.7301,-73.9865,2900
40.7182,-74.0148,5900
40.7298,-74.0005,2750
40.7695,-73.9888,3000
40.7388,-74.0018,4200
40.7723,-73.9587,2600
40.7635,-73.9848,3050
40.77,-73.9838,5988
40.7306,-74.0092,6955
40.7836,-73.9491,2650
40.7287,-73.9788,4024
40.7833,-73.9511,1950
40.73,-73.9804,3795
40.7786,-73.9485,3300
40.7645,-73.984,4800
40.8021,-73.9654,2895
40.7781,-73.9796,3500
40.7617,-73.9617,2195
40.7285,-73.9881,2700
40.7568,-73.9982,3200
40.726,-73.9892,3595
40.7779,-73.9502,2150
40.6972,-73.993,4708
40.7572,-73.9649,3850
40.7506,-73.9713,6850
40.723,-73.9829,2895
40.7075,-74.0134,2440
40.7489,-73.9765,3450
40.7513,-73.9862,3395
40.7298,-73.9874,3200
40.7297,-73.9794,2700
40.8198,-73.9578,1950
40.731,-73.9814,5194
40.699,-73.9207,2400
40.7376,-73.9827,8100
40.7459,-73.9564,3100
40.7696,-73.9541,1950
40.7371,-74.0016,6195
40.6838,-73.9666,2075
40.7551,-73.9928,3021
40.7456,-73.9905,6000
40.7236,-73.9959,3195
40.7404,-73.9795,4400
40.7693,-73.9569,2000
40.7783,-73.9504,5500
40.7518,-73.9726,5600
40.7088,-74.0059,2700
40.6405,-73.9569,2200
40.766,-73.9911,4150
40.7701,-73.9484,2295
40.7027,-73.92,3200
40.7677,-73.9672,2300
40.7866,-73.9732,5600
40.6979,-73.9847,2650
40.6941,-73.9703,2675
40.7382,-73.9965,3995
40.6908,-73.9436,2150
40.7491,-73.9789,2950
40.6798,-73.9816,3000
40.6957,-73.9447,1899
40.8462,-73.9387,2995
40.7429,-74.0028,7995
40.7427,-73.9957,3420
40.7024,-74.0113,2450
40.7514,-73.9862,2770
40.8051,-73.9626,3500
40.73,-73.9864,2825
40.6509,-73.9642,2050
40.7934,-73.9375,1750
40.7826,-73.9509,4500
40.7056,-74.0162,3500
40.7783,-73.9837,2630
40.7163,-74.0042,3395
40.7459,-73.9564,2550
40.7963,-73.9306,1850
40.7672,-73.9941,3125
40.6714,-73.9591,2900
40.7568,-73.9982,3239
40.761,-73.9921,2095
40.7447,-74.0052,6200
40.8199,-73.9531,2100
40.7771,-73.9505,3200
40.7761,-73.9512,2795
40.8498,-73.9401,3000
40.7446,-73.8927,2450
40.7788,-73.9523,3000
40.7469,-73.9802,6595
40.7491,-73.9789,2450
40.7045,-74.0089,3710
40.7436,-73.9727,3190
40.7294,-73.9986,3490
40.7974,-73.9706,2400
40.71,-74.0143,3000
40.79,-73.9747,4495
40.7252,-73.9941,3450
40.7133,-73.94,2677
40.7481,-73.9749,3095
40.7594,-73.9513,4195
40.7599,-73.9908,2995
40.746,-73.9502,2713
40.8671,-73.9278,2750
40.7699,-73.9564,2850
40.6753,-73.9978,4795
40.7111,-74.0055,2700
40.7061,-74.0111,3977
40.7179,-74.0148,6280
40.7461,-73.9498,2750
40.7608,-73.9861,5995
40.8029,-73.965,4000
40.7437,-73.9585,4300
40.7329,-73.9751,4265
40.7862,-73.9508,5750
40.7513,-73.9721,4400
40.7568,-73.9982,3765
40.7633,-73.9628,2538
40.7301,-73.9942,4300
40.7677,-73.9616,3125
40.7598,-73.9924,3850
40.7169,-74.0149,3945
40.778,-73.9489,3050
40.7184,-73.9552,4400
40.8012,-73.9668,4400
40.7146,-73.9559,2495
40.7396,-73.9816,7000
40.6604,-73.9862,2500
40.7416,-73.9985,2300
40.7228,-73.9846,4975
40.7841,-73.9568,5500
40.7846,-73.9742,3250
